试题类型	知识范畴	题干	试题难度	正确答案	答案																																																																																																																																																																																																																																																							
多选题	专业知识	下列（    ）账户需要支取现金的，应在开户时报中国人民银行当地分支行批准。	中	124	更新改造资金	基本建设资金	财政预算外资金	金融机构存放同业资金																																																																																																																																																																																																																																																				
多选题	专业知识	存款人开立单位银行结算账户，自正式开立之日起3个工作日后，方可办理付款业务，但（    ）除外。	难	234	因设立临时机构开立的临时存款账户	存款人在同一银行营业机构撤销银行结算账户后重新开立银行结算账户时，重新开立的银行结算账户	注册验资的临时存款账户转为基本存款账户	因借款转存开立的一般存款账户																																																																																																																																																																																																																																																				
多选题	专业知识	下列（   ）款项可以转入个人银行结算账户。	易	1234	证券交易结算资金和期货交易保证金	农、副、矿产品销售收入	个人贷款转存	纳税退还																																																																																																																																																																																																																																																				
多选题	专业知识	存款人有下列情形的（   ），应于5个工作日内向开户银行提出撤销银行结算账户的申请。	中	12	被撤并、解散、宣告破产或关闭的	注销、被吊销营业执照的	因迁址需要变更开户银行的	其他原因需要撤销银行结算账户的																																																																																																																																																																																																																																																				
多选题	专业知识	存款人可到（   ），提交基本存款账户开户许可证，使用密码查询其已经开立的所有银行结算账户的相关信息。	易	14	基本存款账户开户银行	一般存款账户开户银行	专用存款账户开户银行	中国人民银行当地分支行																																																																																																																																																																																																																																																				
多选题	专业知识	单位存款人申请更换预留公章或财务专用章但无法提供原预留公章或财务专用章的，应向开户银行出具（   ）等相关证明材料。	难	1234	原印鉴卡片	开户许可证	营业执照正本	司法部门的证明																																																																																																																																																																																																																																																				
多选题	专业知识	中国人民银行应负责对银行报送的核准类银行结算账户的（   ）进行审核。	易	14	开户资料的合规性	开户资料的真实性	开户资料的完整性	存款人开立基本存款账户的唯一性																																																																																																																																																																																																																																																				
多选题	专业知识	银行结算账户按存款人分为（    ）和（    ）。	易	12	单位银行结算账户	个人银行结算账户	临时存款账户	特殊存款账户																																																																																																																																																																																																																																																				
多选题	专业知识	《人民币银行结算账户管理办法》所称存款人，是指在中国境内开立银行结算账户的（    ）。	易	1234	机关	团体	部队	自然人																																																																																																																																																																																																																																																				
多选题	专业知识	存款人撤销银行结算账户，必须与开户银行核对银行结算账户存款余额，交回（    ），银行核对无误后方可办理销户手续。	中	124	各种重要空白票据	各种结算凭证	各种发票	开户许可证																																																																																																																																																																																																																																																				
多选题	专业知识	单位设立的独立核算的附属机构，仅指单位附属独立核算的（    ）。	难	134	食堂	工会	招待所	幼儿园																																																																																																																																																																																																																																																				
多选题	专业知识	其他组织开户时应提供其主管部门或相关管理部门出示的证明。其他组织是指按照现行的法律法规规定可以成立的组织，如（    ）等组织。	中	23	个体工商户	业主委员会	村民小组	非法人企业																																																																																																																																																																																																																																																				
多选题	专业知识	存款人申请开立个人银行结算账户的，银行应严格核对存款人身份证明文件的（    ），防止存款人以虚假身份证件或者借用、冒用他人身份证件开立个人银行结算账户。	易	123	姓名	身份证件号码	照片	身高																																																																																																																																																																																																																																																				
多选题	专业知识	金融机构就存放同业资金开立专用存款账户，应向银行出具（    ）。	难	124	开立基本存款账户规定的证明文件	基本存款账户开户许可证	财政局出具的开户通知书	双方签署的资金存放协议																																																																																																																																																																																																																																																				
多选题	专业知识	存款人以单位名称后加内设机构（部门）名称开立的专用存款账户，内设机构（部门）（    ）也属于可变更事项，当存款人变更以上账户信息时，应填制“变更以单位名称后加内设机构（部门）名称开立专用存款账户申请书附页”。	中	1234	名称	电话	邮编	内设机构（部门）负责人姓名																																																																																																																																																																																																																																																				
多选题	专业知识	下列存款人（    ），可以申请开立基本存款账户。	易	1234	团级（含）以上军队、武警部队及分散执勤的支（分）队	社会团体	异地常设机构	单位设立的独立核算的附属机构																																																																																																																																																																																																																																																				
多选题	专业知识	对（    ）资金的管理与使用，存款人可以申请开立专用存款账户。	难	1234	单位银行卡备用金	信托基金	证券交易结算资金	更新改造资金																																																																																																																																																																																																																																																				
多选题	专业知识	（    ）等国家行政管理部门的派出机构可直接办理其银行结算账户的清理核实手续。	中	234	企业	财政	税务	工商																																																																																																																																																																																																																																																				
多选题	专业知识	当建筑施工及安装单位以建筑施工及安装单位名称后加项目部名称开立临时存款账户时，应出具建筑施工及安装单位按规定开立临时存款账户所需提供的证明文件和（    ）。	中	1234	建筑施工及安装单位的基本存款账户开户许可证	建筑施工及安装单位负责人的身份证件	项目部负责人的身份证件	建筑施工及安装单位授权该项目部开户的授权书																																																																																																																																																																																																																																																				
多选题	专业知识	存款人伪造变造身份证件、工商营业执照、税务登记证、组织机构代码证、财政证明文件的，人民银行上海总部、当地分支行应将相关情况通报（    ）等部门。	易	1234	公安	工商管理	税务	财政																																																																																																																																																																																																																																																				
多选题	专业知识	对于同一自然人作为具体经办人员办理两个以上单位的银行结算账户开立业务的，或者同一自然人为两个以上单位的法定代表人或者单位负责人的，或者两个以上单位银行结算账户信息中的联系电话、地址等相同的，银行除审核存款人提供的开户证明文件外，应采取（    ）等一项或多项措施进一步核实存款人身份，并重点关注相关账户的支付交易情况。	难	1234	回访	实地查访	向工商行政管理部门核实	向公安部门核实																																																																																																																																																																																																																																																				
多选题	专业知识	各级行在办理开立账户业务时在《单位银行结算账户及开通产品授权委托书》的基础上，进一步明确授权委托书中被授权人姓名、身份证号码等为客户方必填项，同时在授权委托书上增加（   ）等重要信息填写项。	易	124	预留财务印鉴印模	对账单投递地址	在被委托单位的职务或岗位	财务联系人																																																																																																																																																																																																																																																				
多选题	专业知识	对于伪造变造居民身份证、工商营业执照、税务登记证等开户证明文件骗取开立银行结算账户的，银行应按照中国人民银行规定，采取相关措施配合中国人民银行对相关单位及个人进行处理。同时，银行应采取（    ）等各种措施，切实提高识别证明文件真伪及了解客户的能力。	易	1234	加强业务培训	利用技术手段	建立与公安部门协作机制	建立与工商部门协作机制																																																																																																																																																																																																																																																				
多选题	公共基础	单位银行结算账户开立时，除（    ）之外， 其他性质账户需要在BoEing对公存款模块中进行相应的账户资料管理，即按照人民银行有关账户管理规定，登记管理结算账户开户资料信息。	中	123	外汇账户	个人支票户	注册验资户	NRA账户																																																																																																																																																																																																																																																				
多选题	公共基础	账户销户时，BoEing对公存款模块会自动检查销户条件，只有满足（    ）条件，方可撤销。	难	1234	账户状态正常，无余额或积数	账户非还贷账户，非费用结算账户且无欠费	该账户没有使用相关现金管理产品	该账户无已出售未销号的重要空白凭证																																																																																																																																																																																																																																																				
多选题	公共基础	账户的计息周期类型为（    ）。	易	234	不计息	每季20日	利随本清	指定付息																																																																																																																																																																																																																																																				
多选题	公共基础	BoEing系统根据不同的冻结原因设置不同的优先级，其中最优等级包括（    ）。	易	123	有权机关冻结	质押冻结	投资冻结	欠款冻结																																																																																																																																																																																																																																																				
多选题	公共基础	当账户做了部分冻结后，该账户（    ）。	易	123	可以做全封	可以做半封	可以做部分冻结	不可以做部分冻结																																																																																																																																																																																																																																																				
多选题	公共基础	只有账户状态为正常才能进行待清理不动户维护，（    ）不能维护。	易	123	个人支票户	外汇账户	注册验资（增资）户	临时户																																																																																																																																																																																																																																																				
多选题	公共基础	长期不动户的核销方式为（    ）。	易	123	支取销户	转损益	损益转出	专户支取																																																																																																																																																																																																																																																				
多选题	公共基础	营业机构协助有权机关查询、冻结、扣划个人存款，须进行必要的审核查实，符合（    ）条件，方可予以协助。	中	1234	法律文书为有权机关执法人员依次送达，且真实、有效，协助的事项符合法律规定	“协助冻结、扣划通知书”要注明需被冻结或扣划个人存款的开户机构名称、户名和账号、大小写金额  	协助冻结或扣划存款通知书的义务人应与所依据的法律文书上的义务人相同 	协助冻结或扣划存款通知书上的冻结或扣划金额应当是确定的																																																																																																																																																																																																																																																				
多选题	公共基础	当人民法院执法人员进行司法查询时，应出示（    ）。	中	123	本人工作证	执行公务证  	法院协助查询存款通知书 	县团级以上机构签发的介绍信																																																																																																																																																																																																																																																				
多选题	公共基础	柜员接到有关部门冻结某储户存款而提交的“协助冻结存款通知书”，必须先审查的内容（    ）。	中	12	提交的“协助冻结存款通知书”的部门是否为县级或县级以上的人民法院、检察院或公安机关等有权部门	通知书各要素是否填写齐全、正确	是否经行长（主任）签字	手工登记《协助查询冻结扣划登记簿》																																																																																																																																																																																																																																																				
多选题	公共基础	开户银行必须对存款人提交的开户资料进行(    )审查，确保存款人开户身份的真实、可靠。	易	123	真实性	完整性	合规性	及时性																																																																																																																																																																																																																																																				
多选题	公共基础	"对于账户开立证明文件的要求,以下表述正确的是（    ）。"	难	123	出具的营业执照、证书、批文等必须是正本	异地开立基本存款账户必须出具注册地中国人民银行分支行出具的未开立基本存款账户的证明	开立一般存款账户、专用存款账户和异地因临时经营活动需要开立的临时存款账户，必须出具存款人的基本存款账户开户登记证和开立基本存款账户的证明文件，以及开立此类账户的相应证明文件，如借款合同、批文等	存款人申请开立单位银行结算账户时，必须由法定代表人或单位负责人直接办理，应出具法定代表人或单位负责人的身份证件																																																																																																																																																																																																																																																				
多选题	公共基础	网内往来业务凭证包括（   ）。	易	1234	结算业务申请书	个人业务凭证和记账凭证	录入清单和待核销来账凭证	查询书和查复书																																																																																																																																																																																																																																																				
多选题	公共基础	查询查复要遵循（    ）的原则，做到有根有据、用语文明、言简意赅。	易	1234	有疑必查	有查必复	复必详尽	切实处理																																																																																																																																																																																																																																																				
多选题	公共基础	对于（    ）差错，接收行不可以通过查询查复代为更正，只能作退回处理。	易	123	币种	金额	业务种类	账号																																																																																																																																																																																																																																																				
多选题	公共基础	网内往来业务是指在BoEing中完成系统内发起行与接收行之间（    ）等处理。	易	123	客户资金汇划	内部资金划拨	查询查复	资金调拨																																																																																																																																																																																																																																																				
多选题	公共基础	网内往来的基本运行方式包括：（    ）。	难	1234	支付指令实时传输	汇划资金实时到账	汇差当日自动清算	以上全部																																																																																																																																																																																																																																																				
多选题	公共基础	贷记业务适用范围包括：（    ）。	中	1234	汇款业务	委托收款（划回）和托收承付（划回）	进账单业务	内部资金划拨																																																																																																																																																																																																																																																				
多选题	公共基础	网内往来业务贷记来账业务按照入账方式分为（    ）。	易	13	直接入账	自动核销	人工核销	间接入账																																																																																																																																																																																																																																																				
多选题	公共基础	网内往来系统处理的业务种类包括（   ）等。	中	1234	汇兑	内部资金划拨	支票截留	外币内部资金划拨																																																																																																																																																																																																																																																				
多选题	公共基础	支票圈存业务是指收款人在收受支票后通过（   ）等圈存受理终端预先从出票人账户上圈存支票支付金额，保证见票后的足额支付。	易	1234	柜面	POS	网络	电话																																																																																																																																																																																																																																																				
多选题	公共基础	第二代支付系统实现了（   ）。	难	123	总行统一接入	清算账务的统一处理	总行清算资金的统一管理	业务差错的统一处理																																																																																																																																																																																																																																																				
多选题	公共基础	营业机构申请加入支付系统应具备下列条件（   ）。	中	1234	经中国人民银行批准办理支付结算业务	行内ABIS机构和BoEing机构已启用	内部管理、人员配置符合内部控制要求	上级管理部门规定的其他条件																																																																																																																																																																																																																																																				
多选题	公共基础	第二代支付系统中，必须经运营主管审批的业务包括（   ）。	难	1234	发出查询、查复	退回申请、退回应答	止付申请	止付应答																																																																																																																																																																																																																																																				
多选题	公共基础	第二代支付系统，往账业务存在下列情况应进行取消处理（   ）。	中	1234	往账报单状态为“已录入”	往账报单状态为“人行拒绝”	往账报单状态为“待走款授权”	往账报单状态为“人行已撤销”																																																																																																																																																																																																																																																				
多选题	公共基础	第二代支付系统中，大额来账核销方式包括（   ）。	易	1234	入客户账	入网点过渡账户	转网内往来	入应解汇款及临时存款																																																																																																																																																																																																																																																				
多选题	公共基础	第二代支付系统中，大额退汇方式包括（   ）。	易	12	来账核销转退汇	录入退汇业务	转汇业务	即时转账业务																																																																																																																																																																																																																																																				
多选题	公共基础	第二代支付系统中，即时来账业务，借贷标识为“借记”时，核销方式包括（   ）。	易	12	借记付款人账户	借记网点过渡账户	入收款人账户	贷记网点过渡账户																																																																																																																																																																																																																																																				
多选题	公共基础	第二代支付系统中，即时来账业务，借贷标识为“贷记”时，核销方式包括（   ）。	中	234	借记付款人账户	转网内往来	入收款人账户	贷记网点过渡账户																																																																																																																																																																																																																																																				
多选题	公共基础	第二代支付系统中，大额业务中纳入运营档案管理系统中的报表包括（   ）等。	难	1234	普通贷记业务往账清单	普通贷记业务来账清单	即时转账业务清单	大额支付异常往账清单																																																																																																																																																																																																																																																				
多选题	公共基础	第二代支付系统中，小额来账核销方式包括（    ）。	易	1234	入客户账	入网点过渡户	转网内往来	入应解汇款及临时存款																																																																																																																																																																																																																																																				
多选题	公共基础	第二代支付系统中，小额退汇方式包括（    ）。	易	12	来账核销转退汇	录入退汇业务	转汇业务	即时转账业务																																																																																																																																																																																																																																																				
多选题	公共基础	第二代支付系统，小额定期借记业务协议中不允许修改的内容包括（    ）。	难	1234	付款人账号	付款人账户类型	多方协议号	协议类型																																																																																																																																																																																																																																																				
多选题	公共基础	对报单状态为（    ）的普通借贷记往账、定期借贷记往账、普通借记来账回执、定期借记来账回执、支票影像交换来账回执，进行取消处理时，柜员选择“41605单笔取消小额支付”交易进行处理。	中	34	已录入	已超时	已录入未确认	人行拒绝																																																																																																																																																																																																																																																				
多选题	公共基础	第二代支付系统中，小额普通定期业务业务中纳入运营档案管理系统中的报表包括（    ）等。	中	1234	发起普通贷记业务清单	普通借记自动入账清单	普通贷记自动入账清单	接收定期贷记业务清单																																																																																																																																																																																																																																																				
多选题	公共基础	柜员对于发送成功但尚未收到付款行回执的业务，需要停止付款处理的，可发出止付申请，下列（    ）业务可以做上述处理。	中	12	小额普通借记业务	定期借记业务	小额普通贷记业务	定期贷记业务																																																																																																																																																																																																																																																				
多选题	公共基础	当日报单状态为（    ）的大额支付往账，经运营主管审批后，选择“41540发出撤销申请”交易，向人行发送撤销申请，交易成功后用BoEing业务凭证打印撤销申请书。	难	34	已录入	已超时	已发送	清算排队																																																																																																																																																																																																																																																				
多选题	公共基础	影像交换系统处理支票业务的阶段分为：	易	12	支票影像信息传输	支票业务回执处理	支票实物交换	支票实物审核																																																																																																																																																																																																																																																				
多选题	公共基础	通过影像交换系统提出支票时，下列审查事项哪些应由提出行审核	难	1234	票面是否记载银行机构代码	支票金额是否超过规定金额上限	支票填明的持票人是否在本行开户，持票人的名称是否为该持票人，持票人的名称与进账单上的名称是否一致；	支票是否真实，是否超过提示付款期限																																																																																																																																																																																																																																																				
多选题	公共基础	提入行收到支票影像信息，应审查事项包括：	中	1234	"票面记载的银行机构代码是否为本行机构代码；支票必须记载的事项是否齐全
　　"	"支票的大小写金额是否一致；出票人签章与预留银行签章是否相符，与客户约定使用支付密码的，其密码是否记载正确；
　　"	"持票人是否在支票的背面作委托收款背书；电子清算信息与支票影像内容是否相符；
　　"	出票人账号、户名是否相符；出票人账户是否有足够支付的款项。																																																																																																																																																																																																																																																				
多选题	公共基础	下列提入行收到提出行所发止付申请，正确操作方式是	中	1234	提入行收到止付申请，未向小额支付系统发出支票业务回执的，应立即办理止付并发起“同意止付”应答。	已发出支票业务回执的，如拒绝付款，应立即发起“同意止付”应答	如同意付款但未纳入轧差的，应立即申请撤销，撤销成功后办理止付并发起“同意止付”应答	如同意付款且已纳入轧差，应不予止付并发起“拒绝止付”应答																																																																																																																																																																																																																																																				
多选题	公共基础	下列关于支票影像业务需开据拒绝付款证明的，说法正确的是	难	134	持票人开户银行拒绝受理支票时，应出具拒绝受理通知书	持票人开户银行应将实物支票专夹保管，将拒绝受理通知书或退票理由书交持票人作为拒绝付款的证明	出票人开户银行拒绝付款时，由持票人开户银行根据出票人开户银行的拒绝付款回执代为出具退票理由书。	拒绝受理通知书和退票理由书均可作为拒绝付款的证明																																																																																																																																																																																																																																																				
多选题	公共基础	拒绝受理通知书记载事项包括	易	1234	"支票号码、支票金额

　　"	"出票人名称、持票人名称

　　"	"拒绝受理理由、
拒绝受理日期
　"	经办人及审批人签章、持票人开户银行签章																																																																																																																																																																																																																																																				
多选题	公共基础	银行业金融机构在处理支票影像业务过程中，发生下列哪些情形之一的，将受到中国人民银行的通报	难	1234	未按规定及时、准确发起支票影像信息的	未按规定及时贷记持票人账户，延压客户资金的	未按规定办理查询查复	未按规定受理、拒绝受理支票及拒绝付款的																																																																																																																																																																																																																																																				
多选题	公共基础	下列关于支票影像业务中受理支票环节，说法正确的是	难	123	持票人开户行应对支票和三联进账单认真审查对于凭证审查无误的，在第一联进账单上签章后作为回单退还给持票人，在第二联进账单上加盖“收妥后入账”的戳记	收票行对于非本行开户持票人提交的票据应拒绝受理	持票人开户行对拒绝受理的支票，应制作一式二联拒绝受理通知书，加盖业务公章后一联连同支票和进账单一并退持票人，一联留存，定期归档。	持票人提交票据必须记载事项不全的由开户行代为补填完整后予以受理																																																																																																																																																																																																																																																				
多选题	公共基础	集中接入模式的处理方式包括	易	23	转接方式	直联方式	间联方式	过渡方式																																																																																																																																																																																																																																																				
多选题	公共基础	请选择提出行采集支票影像的正确处理方式	易	24	实物支票未附粘单，采集支票正面影像	实物支票未附粘单，采集支票正反两面影像	实物支票附粘单，采集支票正反两面和所附粘单的影像	实物支票附粘单，采集支票正面和最后一手委托收款背书的粘单的影像																																																																																																																																																																																																																																																				
多选题	公共基础	提出支票影像确认付款的，实物票据凭证保管处理方式正确的是	中	134	实物支票作专夹保管定期归档，留存备查	第一联进账单作为贷记记账人账户的凭证	第二联进账单作为来账凭证的附件	第三联加盖印章作收账通知交持票人																																																																																																																																																																																																																																																				
多选题	专业知识	客户新开户需要建立印鉴库时，营业机构应填写一式两联《中国农业银行电子验印系统建库申请表》，与预留印鉴卡一并封包，在骑缝处加盖_____名章后，由专人送至建库行。	易	24	企业财会人员	会计主管	客户经理	经办人																																																																																																																																																																																																																																																				
多选题	专业知识	预留银行印鉴卡应填写账号、户名、地址和_____等内容，预留印鉴必须清晰、完整。	难	1234	联系人	联系电话	启用日期	账户性质																																																																																																																																																																																																																																																				
多选题	专业知识	中国农业银行电子支付密码，是指存款人在签发_____时，通过支付密码器采集其重要信息及数据进行加密运算，生成的一个唯一的包含存款人身份信息和支付信息的密码数据。	易	23	存款证实书	票据	结算凭证	存单																																																																																																																																																																																																																																																				
多选题	专业知识	存款人领购支付密码器时，应向其开户行提交_____。	中	14	加盖单位公章的书面申请	开户申请书	法定代表人个人征信记录	法定代表人或授权代理人身份证件																																																																																																																																																																																																																																																				
多选题	专业知识	存款人支付密码器丢失、损坏，应出具书面申请，加盖单位公章，并出具法定代表人或授权代理人身份证件，向密码器中加载账户的任一开户行申请_____。	中	34	重新启用	止付	停用	注销																																																																																																																																																																																																																																																				
多选题	专业知识	电子支付密码的使用范围为_____。	易	1234	支票	银行汇票申请书	银行本票申请书	汇兑凭证以及经中国人民银行批准的其他支付凭证																																																																																																																																																																																																																																																				
多选题	专业知识	支付密码器的_____各项管理类操作，必须联机进行，并确保支付密码器与业务终端通讯正常。	中	1234	发行、账户加载	密钥更换	密钥启用、解锁	账户的增加、减少或变更																																																																																																																																																																																																																																																				
多选题	专业知识	支付密码器在停用期间，营业机构不得对该支付密码器进行除_____外的其他操作。	难	1234	启用	注销	删除账号	解锁																																																																																																																																																																																																																																																				
多选题	专业知识	支付密码器中增加、减少或更换账户时，存款人可以向该账户开户行提交书面申请，加盖单位公章，并出具法定代表人或授权代理人身份证件。存款人为个体工商户或个人的，委托他人办理的，应同时提供_____，明确代理人身份及委托权限。	中	124	授权委托书	授权代理人身份证件	单位介绍信	本人身份证件																																																																																																																																																																																																																																																				
多选题	专业知识	电子支付密码应用_____书写，不得涂改。	易	23	蓝色水笔	碳素墨水	墨汁	圆珠笔																																																																																																																																																																																																																																																				
多选题	专业知识	营业机构受理使用支付密码的票据或结算凭证时，除按原规定审查有关要素及票据本身真伪外，在提交支付指令时还必须输入_____，在电子支付密码核验通过后方可办理支付。	难	14	电子支付密码	付款人证件有效期	票据到期日	票据或结算凭证的签发日期																																																																																																																																																																																																																																																				
多选题	公共基础	中国农业银行国库信息处理系统依托中国人民银行国库信息处理系统，实现与_____之间的信息交换。	易	123	财政	税务	国库	海关																																																																																																																																																																																																																																																				
多选题	公共基础	中国农业银行国库信息处理系统主要处理_____等业务。	中	1234	委托缴款三方协议验证与撤销	实时扣税	批量扣税	银行端缴税																																																																																																																																																																																																																																																				
多选题	公共基础	中国农业银行国库信息处理系统中，营业机构基本职责是_____。	易	1234	维护三方协议	发起银行端缴税业务	生成打印各类营业机构报表	查明业务失败和异常的原因并正确处理																																																																																																																																																																																																																																																				
多选题	专业知识	国库信息处理系统中，委托缴款三方协议是指_____三方共同签订的由纳税人委托其开户行根据征收机关发起的实时、批量缴税信息从其指定账户进行扣款的协议。	易	124	征收机关	纳税人	总行	纳税人开户行																																																																																																																																																																																																																																																				
